Daily Observed Min/Max Temperature & Precipitation,,,,
,Houston TX - KIAH,,,
Date,Min,Max,Avg,Precip
19-Feb-18,69,80,74.5,-
20-Feb-18,71,80,75.5,-
21-Feb-18,51,75,63,1.58
22-Feb-18,50,70,60,0.26
23-Feb-18,57,80,68.5,-
24-Feb-18,73,81,77,0.01
25-Feb-18,55,73,64,1.17
26-Feb-18,53,71,62,-
27-Feb-18,60,81,70.5,-
28-Feb-18,72,83,77.5,-
1-Mar-18,61,80,70.5,0.01
2-Mar-18,55,73,64,-
3-Mar-18,50,76,63,-
4-Mar-18,65,77,71,0.02
5-Mar-18,67,81,74,-
6-Mar-18,54,74,64,-
7-Mar-18,49,67,58,-
8-Mar-18,48,67,57.5,-
9-Mar-18,44,74,59,-
10-Mar-18,66,84,75,-
11-Mar-18,58,80,69,0.01
12-Mar-18,47,67,57,-
13-Mar-18,44,71,57.5,-
14-Mar-18,44,72,58,-
15-Mar-18,47,76,61.5,-
16-Mar-18,67,85,76,-
17-Mar-18,70,83,76.5,-
18-Mar-18,68,84,76,-
19-Mar-18,64,85,74.5,-
20-Mar-18,52,72,62,-
21-Mar-18,46,77,61.5,-
22-Mar-18,49,75,62,-
23-Mar-18,54,81,67.5,-
24-Mar-18,69,82,75.5,-
25-Mar-18,64,85,74.5,-
26-Mar-18,69,83,76,-
27-Mar-18,73,83,78,0.04
28-Mar-18,64,77,70.5,1.07
29-Mar-18,60,81,70.5,1.82
30-Mar-18,57,78,67.5,-
31-Mar-18,54,80,67,-
1-Apr-18,59,83,71,-
2-Apr-18,69,85,77,-
3-Apr-18,65,85,75,-
4-Apr-18,54,74,64,0.01
5-Apr-18,53,73,63,-
6-Apr-18,71,82,76.5,-
7-Apr-18,47,74,60.5,0.29
8-Apr-18,45,58,51.5,-
9-Apr-18,54,65,59.5,0.03
10-Apr-18,53,78,65.5,-
11-Apr-18,48,80,64,-
12-Apr-18,57,84,70.5,-
13-Apr-18,67,84,75.5,-
14-Apr-18,50,68,59,0.45
15-Apr-18,47,70,58.5,-
16-Apr-18,43,80,61.5,-
17-Apr-18,61,84,72.5,-
18-Apr-18,68,82,75,-
19-Apr-18,56,77,66.5,-
20-Apr-18,52,67,59.5,-
21-Apr-18,59,74,66.5,0.34
22-Apr-18,58,73,65.5,0.07
23-Apr-18,51,80,65.5,-
24-Apr-18,54,85,69.5,-
25-Apr-18,60,86,73,-
26-Apr-18,54,77,65.5,-
27-Apr-18,53,80,66.5,-
28-Apr-18,56,84,70,-
29-Apr-18,58,83,70.5,-
30-Apr-18,56,81,68.5,-
1-May-18,70,81,75.5,-
2-May-18,74,87,80.5,-
3-May-18,75,86,80.5,-
4-May-18,67,82,74.5,0.8
5-May-18,65,84,74.5,0.63
6-May-18,64,87,75.5,-
7-May-18,64,91,77.5,-
8-May-18,65,90,77.5,-
9-May-18,64,90,77,-
10-May-18,63,89,76,-
11-May-18,71,89,80,-
12-May-18,74,90,82,-
13-May-18,70,91,80.5,-
14-May-18,69,93,81,-
15-May-18,65,94,79.5,-
16-May-18,66,94,80,-
17-May-18,73,96,84.5,-
18-May-18,74,94,84,-
19-May-18,76,93,84.5,-
20-May-18,68,87,77.5,1.06
21-May-18,68,85,76.5,0.39
22-May-18,70,90,80,0.16
23-May-18,69,84,76.5,0.17
24-May-18,70,91,80.5,-
25-May-18,71,91,81,0.03
26-May-18,69,94,81.5,0.59
27-May-18,68,92,80,-
28-May-18,72,94,83,-
29-May-18,77,95,86,-
30-May-18,72,94,83,-
31-May-18,75,94,84.5,-
1-Jun-18,75,96,85.5,-
2-Jun-18,78,96,87,-
3-Jun-18,72,97,84.5,0.01
4-Jun-18,72,94,83,-
5-Jun-18,77,98,87.5,-
6-Jun-18,77,96,86.5,0.25
7-Jun-18,74,94,84,-
8-Jun-18,74,95,84.5,-
9-Jun-18,72,95,83.5,-
10-Jun-18,80,96,88,-
11-Jun-18,80,95,87.5,-
12-Jun-18,78,97,87.5,-
13-Jun-18,74,97,85.5,-
14-Jun-18,75,94,84.5,-
15-Jun-18,73,94,83.5,-
16-Jun-18,75,95,85,-
17-Jun-18,77,87,82,1.26
18-Jun-18,75,84,79.5,1.4
19-Jun-18,74,82,78,1.77
20-Jun-18,76,88,82,1.43
21-Jun-18,76,89,82.5,-
22-Jun-18,77,96,86.5,-
23-Jun-18,77,95,86,-
24-Jun-18,79,94,86.5,-
25-Jun-18,76,91,83.5,0.51
26-Jun-18,75,95,85,-
27-Jun-18,77,95,86,-
28-Jun-18,80,95,87.5,0.01
29-Jun-18,79,95,87,-
30-Jun-18,79,96,87.5,-
1-Jul-18,75,97,86,-
2-Jul-18,77,97,87,-
3-Jul-18,76,97,86.5,-
4-Jul-18,72,78,75,4.19
5-Jul-18,72,94,83,0.05
6-Jul-18,74,93,83.5,0.03
7-Jul-18,74,93,83.5,-
8-Jul-18,74,88,81,0.19
9-Jul-18,75,86,80.5,-
10-Jul-18,73,93,83,-
11-Jul-18,77,96,86.5,-
12-Jul-18,78,95,86.5,-
13-Jul-18,75,95,85,-
14-Jul-18,76,94,85,0.02
15-Jul-18,77,95,86,-
16-Jul-18,76,97,86.5,-
17-Jul-18,77,96,86.5,-
18-Jul-18,79,97,88,-
19-Jul-18,80,98,89,-
20-Jul-18,80,99,89.5,-
21-Jul-18,80,99,89.5,-
22-Jul-18,80,100,90,-
23-Jul-18,80,101,90.5,-
24-Jul-18,77,96,86.5,-
25-Jul-18,74,97,85.5,-
26-Jul-18,75,100,87.5,-
27-Jul-18,74,99,86.5,-
28-Jul-18,77,98,87.5,-
29-Jul-18,79,100,89.5,-
30-Jul-18,80,98,89,-
31-Jul-18,73,87,80,1.56
1-Aug-18,72,94,83,-
2-Aug-18,71,96,83.5,-
3-Aug-18,73,95,84,-
4-Aug-18,74,91,82.5,0.04
5-Aug-18,74,93,83.5,-
6-Aug-18,76,91,83.5,0.51
7-Aug-18,75,94,84.5,-
8-Aug-18,76,96,86,-
9-Aug-18,75,95,85,0.01
10-Aug-18,75,96,85.5,0.14
11-Aug-18,75,91,83,0.09
12-Aug-18,75,93,84,-
13-Aug-18,76,95,85.5,-
14-Aug-18,74,95,84.5,-
15-Aug-18,77,95,86,-
16-Aug-18,77,97,87,-
17-Aug-18,77,97,87,-
18-Aug-18,78,97,87.5,-
19-Aug-18,80,97,88.5,-
20-Aug-18,81,98,89.5,-
21-Aug-18,76,100,88,0.05
22-Aug-18,77,99,88,-
23-Aug-18,78,95,86.5,-
24-Aug-18,76,96,86,-
25-Aug-18,75,96,85.5,-
26-Aug-18,77,95,86,-
27-Aug-18,77,93,85,-
28-Aug-18,77,97,87,-
29-Aug-18,74,88,81,0.01
30-Aug-18,72,93,82.5,-
31-Aug-18,75,96,85.5,-
1-Sep-18,77,91,84,0.19
2-Sep-18,76,84,80,0.66
3-Sep-18,75,78,76.5,0.34
4-Sep-18,75,88,81.5,0.26
5-Sep-18,76,92,84,-
6-Sep-18,76,92,84,-
7-Sep-18,75,91,83,1.33
8-Sep-18,75,93,84,0.04
9-Sep-18,74,89,81.5,0.01
10-Sep-18,74,80,77,0.1
11-Sep-18,73,80,76.5,0.41
12-Sep-18,75,85,80,0.43
13-Sep-18,74,86,80,0.03
14-Sep-18,75,78,76.5,1.22
15-Sep-18,74,92,83,-
16-Sep-18,73,95,84,-
17-Sep-18,77,96,86.5,-
18-Sep-18,78,96,87,-
19-Sep-18,75,94,84.5,-
20-Sep-18,74,90,82,0.69
21-Sep-18,74,88,81,0.41
22-Sep-18,74,86,80,0.74
23-Sep-18,70,84,77,0.5
24-Sep-18,70,89,79.5,-
25-Sep-18,73,89,81,0.02
26-Sep-18,74,89,81.5,0.39
27-Sep-18,70,80,75,-
28-Sep-18,69,82,75.5,0.01
29-Sep-18,72,79,75.5,0.83
30-Sep-18,72,85,78.5,-
1-Oct-18,72,84,78,0.9
2-Oct-18,72,90,81,-
3-Oct-18,74,90,82,0.03
4-Oct-18,74,91,82.5,-
5-Oct-18,74,90,82,-
6-Oct-18,74,91,82.5,-
7-Oct-18,75,90,82.5,-
8-Oct-18,73,88,80.5,0.36
9-Oct-18,71,89,80,0.1
10-Oct-18,69,85,77,-
11-Oct-18,63,82,72.5,-
12-Oct-18,60,84,72,-
13-Oct-18,70,89,79.5,-
14-Oct-18,74,91,82.5,-
15-Oct-18,55,78,66.5,0.97
16-Oct-18,56,61,58.5,-
17-Oct-18,56,64,60,-
18-Oct-18,56,74,65,1.02
19-Oct-18,64,81,72.5,0.49
20-Oct-18,63,72,67.5,0.09
21-Oct-18,58,73,65.5,-
22-Oct-18,51,65,58,-
23-Oct-18,54,64,59,0.4
24-Oct-18,62,69,65.5,0.25
25-Oct-18,58,69,63.5,0.15
26-Oct-18,54,77,65.5,-
27-Oct-18,53,82,67.5,-
28-Oct-18,60,85,72.5,-
29-Oct-18,60,86,73,-
30-Oct-18,65,85,75,-
31-Oct-18,64,77,70.5,2.18
1-Nov-18,53,68,60.5,0.08
2-Nov-18,48,73,60.5,-
3-Nov-18,50,78,64,-
4-Nov-18,60,74,67,0.71
5-Nov-18,61,86,73.5,0.03
6-Nov-18,73,88,80.5,-
7-Nov-18,70,89,79.5,-
8-Nov-18,64,71,67.5,-
9-Nov-18,49,64,56.5,0.16
10-Nov-18,47,51,49,-
11-Nov-18,46,58,52,0.12
12-Nov-18,43,55,49,0.07
13-Nov-18,34,43,38.5,-
14-Nov-18,31,53,42,-
15-Nov-18,30,61,45.5,-
16-Nov-18,38,69,53.5,-
17-Nov-18,45,73,59,-
18-Nov-18,50,68,59,0.25
19-Nov-18,46,52,49,0.06
20-Nov-18,43,63,53,-
21-Nov-18,42,63,52.5,0.06
22-Nov-18,49,66,57.5,0.12
23-Nov-18,51,78,64.5,0.01
24-Nov-18,47,78,62.5,-
25-Nov-18,51,76,63.5,-
26-Nov-18,42,58,50,-
27-Nov-18,35,63,49,-
28-Nov-18,41,70,55.5,-
29-Nov-18,67,76,71.5,0.16
30-Nov-18,69,81,75,0.01
1-Dec-18,54,80,67,-
2-Dec-18,49,78,63.5,-
3-Dec-18,48,68,58,-
4-Dec-18,41,62,51.5,-
5-Dec-18,38,60,49,-
6-Dec-18,43,62,52.5,0.03
7-Dec-18,54,75,64.5,4.26
8-Dec-18,44,55,49.5,0.44
9-Dec-18,43,48,45.5,-
10-Dec-18,39,60,49.5,-
11-Dec-18,34,63,48.5,-
12-Dec-18,49,69,59,-
13-Dec-18,48,75,61.5,0.69
14-Dec-18,45,52,48.5,-
15-Dec-18,47,65,56,-
16-Dec-18,39,67,53,-
17-Dec-18,46,71,58.5,-
18-Dec-18,45,62,53.5,-
19-Dec-18,49,58,53.5,0.09
20-Dec-18,51,64,57.5,0.06
21-Dec-18,43,64,53.5,-
22-Dec-18,41,76,58.5,-
23-Dec-18,49,70,59.5,-
24-Dec-18,46,66,56,-
25-Dec-18,60,71,65.5,-
26-Dec-18,60,70,65,0.41
27-Dec-18,54,73,63.5,1.29
28-Dec-18,44,62,53,-
29-Dec-18,47,53,50,-
30-Dec-18,45,49,47,0.3
31-Dec-18,44,59,51.5,0.05
1-Jan-19,40,65,52.5,-
2-Jan-19,50,56,53,1.41
3-Jan-19,40,56,48,0.22
4-Jan-19,36,62,49,-
5-Jan-19,37,72,54.5,-
6-Jan-19,43,74,58.5,-
7-Jan-19,61,75,68,-
8-Jan-19,55,79,67,-
9-Jan-19,45,65,55,-
10-Jan-19,40,61,50.5,-
11-Jan-19,43,67,55,-
12-Jan-19,46,66,56,0.61
13-Jan-19,41,59,50,-
14-Jan-19,37,56,46.5,-
15-Jan-19,43,54,48.5,-
16-Jan-19,48,62,55,0.03
17-Jan-19,54,69,61.5,0.04
18-Jan-19,51,71,61,-
19-Jan-19,38,71,54.5,0.5
20-Jan-19,32,54,43,-
21-Jan-19,35,63,49,-
22-Jan-19,60,73,66.5,0.03
23-Jan-19,35,67,51,0.82
24-Jan-19,30,60,45,-
25-Jan-19,35,62,48.5,-
26-Jan-19,41,66,53.5,0.01
27-Jan-19,42,67,54.5,0.02
28-Jan-19,44,72,58,0.15
29-Jan-19,37,52,44.5,-
30-Jan-19,38,52,45,-
31-Jan-19,46,59,52.5,0.14
1-Feb-19,55,69,62,0.01
2-Feb-19,56,68,62,0.01
3-Feb-19,59,70,64.5,0.05
4-Feb-19,66,77,71.5,-
5-Feb-19,68,77,72.5,-
6-Feb-19,71,82,76.5,-
7-Feb-19,44,76,60,0.02
8-Feb-19,37,44,40.5,-
9-Feb-19,37,45,41,-
10-Feb-19,44,70,57,-
11-Feb-19,64,75,69.5,0.34
12-Feb-19,48,68,58,-
13-Feb-19,37,65,51,-
14-Feb-19,50,77,63.5,-
15-Feb-19,59,79,69,-
16-Feb-19,57,69,63,0.01
17-Feb-19,49,70,59.5,0.07
18-Feb-19,46,67,56.5,-
19-Feb-19,45,50,47.5,0.24
20-Feb-19,45,65,55,0.03
21-Feb-19,50,54,52,0.14
22-Feb-19,50,71,60.5,0.05
23-Feb-19,59,79,69,-
24-Feb-19,48,69,58.5,-
25-Feb-19,45,60,52.5,0.03
26-Feb-19,53,62,57.5,0.56
27-Feb-19,60,70,65,0.03
28-Feb-19,45,67,56,0.14
1-Mar-19,45,61,53,-
2-Mar-19,55,73,64,0.05
3-Mar-19,43,64,53.5,0.03
4-Mar-19,35,43,39,-
5-Mar-19,30,51,40.5,-
6-Mar-19,32,57,44.5,-
7-Mar-19,51,71,61,0.01
8-Mar-19,68,82,75,-
9-Mar-19,69,82,75.5,-
10-Mar-19,65,82,73.5,-
11-Mar-19,65,84,74.5,-
12-Mar-19,63,73,68,-
13-Mar-19,63,74,68.5,0.25
14-Mar-19,61,77,69,0.13
15-Mar-19,50,66,58,-
16-Mar-19,50,64,57,-
17-Mar-19,48,66,57,-
18-Mar-19,45,71,58,-
19-Mar-19,47,72,59.5,-
20-Mar-19,46,77,61.5,-
21-Mar-19,49,78,63.5,-
22-Mar-19,50,81,65.5,-
23-Mar-19,55,74,64.5,-
24-Mar-19,57,81,69,-
25-Mar-19,62,87,74.5,-
26-Mar-19,54,78,66,-
27-Mar-19,50,75,62.5,-
28-Mar-19,50,77,63.5,-
29-Mar-19,59,79,69,0.03
30-Mar-19,51,78,64.5,-
31-Mar-19,43,56,49.5,-
1-Apr-19,38,57,47.5,-
2-Apr-19,37,72,54.5,-
3-Apr-19,47,73,60,0.04
4-Apr-19,65,84,74.5,0.29
5-Apr-19,69,83,76,-
6-Apr-19,70,84,77,0.02
7-Apr-19,62,76,69,0.97
8-Apr-19,63,84,73.5,0.01
9-Apr-19,61,90,75.5,-
10-Apr-19,61,91,76,-
11-Apr-19,64,79,71.5,0.04
12-Apr-19,60,73,66.5,0.13
13-Apr-19,51,85,68,0.21
14-Apr-19,48,73,60.5,-
15-Apr-19,48,80,64,-
16-Apr-19,59,81,70,-
17-Apr-19,70,78,74,0.03
18-Apr-19,59,76,67.5,1.51
19-Apr-19,54,74,64,-
20-Apr-19,48,79,63.5,-
21-Apr-19,54,82,68,-
22-Apr-19,61,80,70.5,-
23-Apr-19,67,77,72,0.02
24-Apr-19,66,80,73,0.05
25-Apr-19,63,85,74,0.02
26-Apr-19,60,86,73,-
27-Apr-19,64,84,74,-
28-Apr-19,62,83,72.5,-
29-Apr-19,69,88,78.5,-
30-Apr-19,76,87,81.5,-
1-May-19,76,86,81,-
2-May-19,67,84,75.5,0.45
3-May-19,69,77,73,0.07
4-May-19,67,86,76.5,0.81
5-May-19,65,86,75.5,-
6-May-19,63,84,73.5,-
7-May-19,68,81,74.5,1.9
8-May-19,71,83,77,0.1
9-May-19,68,89,78.5,2.48
10-May-19,67,77,72,0.67
11-May-19,67,78,72.5,0.4
12-May-19,64,79,71.5,-
13-May-19,59,84,71.5,-
14-May-19,65,86,75.5,-
15-May-19,67,86,76.5,-
16-May-19,64,87,75.5,-
17-May-19,66,86,76,-
18-May-19,77,84,80.5,0.09
19-May-19,78,93,85.5,-
20-May-19,77,90,83.5,-
21-May-19,79,90,84.5,-
22-May-19,80,90,85,-
23-May-19,78,88,83,-
24-May-19,75,89,82,-
25-May-19,74,91,82.5,-
26-May-19,71,90,80.5,-
27-May-19,73,91,82,-
28-May-19,77,92,84.5,-
29-May-19,75,89,82,-
30-May-19,72,91,81.5,0.06
31-May-19,72,93,82.5,0.13
1-Jun-19,70,95,82.5,-
2-Jun-19,74,96,85,-
3-Jun-19,73,95,84,-
4-Jun-19,72,95,83.5,0.01
5-Jun-19,73,79,76,2.45
6-Jun-19,75,95,85,-
7-Jun-19,74,95,84.5,-
8-Jun-19,72,95,83.5,-
9-Jun-19,73,97,85,-
10-Jun-19,76,93,84.5,-
11-Jun-19,71,88,79.5,-
12-Jun-19,69,91,80,0.01
13-Jun-19,72,92,82,-
14-Jun-19,73,91,82,-
15-Jun-19,77,94,85.5,-
16-Jun-19,67,90,78.5,1.42
17-Jun-19,68,89,78.5,0.09
18-Jun-19,74,94,84,-
19-Jun-19,78,96,87,-
20-Jun-19,78,94,86,-
21-Jun-19,82,94,88,-
22-Jun-19,82,93,87.5,0.02
23-Jun-19,83,94,88.5,0.02
24-Jun-19,68,88,78,1.28
25-Jun-19,73,84,78.5,0.3
26-Jun-19,72,87,79.5,0.02
27-Jun-19,74,90,82,0.08
28-Jun-19,71,94,82.5,0.38
29-Jun-19,71,90,80.5,0.8
30-Jun-19,71,87,79,-
1-Jul-19,75,93,84,-
2-Jul-19,74,90,82,0.13
3-Jul-19,73,88,80.5,-
4-Jul-19,74,92,83,1.21
5-Jul-19,78,95,86.5,-
6-Jul-19,75,96,85.5,-
7-Jul-19,77,96,86.5,-
8-Jul-19,76,97,86.5,0.31
9-Jul-19,80,96,88,-
10-Jul-19,78,97,87.5,-
11-Jul-19,77,96,86.5,-
12-Jul-19,80,96,88,-
13-Jul-19,78,92,85,0.45
14-Jul-19,77,92,84.5,-
15-Jul-19,79,92,85.5,-
16-Jul-19,80,96,88,-
17-Jul-19,79,94,86.5,0.21
18-Jul-19,76,96,86,-
19-Jul-19,76,94,85,-
20-Jul-19,77,96,86.5,0.01
21-Jul-19,76,95,85.5,-
22-Jul-19,78,95,86.5,-
23-Jul-19,75,90,82.5,-
24-Jul-19,68,90,79,-
25-Jul-19,66,91,78.5,-
26-Jul-19,69,94,81.5,-
27-Jul-19,75,95,85,-
28-Jul-19,75,92,83.5,0.04
29-Jul-19,76,97,86.5,0.42
30-Jul-19,74,97,85.5,0.01
31-Jul-19,74,96,85,-
1-Aug-19,75,95,85,-
2-Aug-19,76,96,86,-
3-Aug-19,78,94,86,-
4-Aug-19,78,94,86,0.13
5-Aug-19,77,96,86.5,-
6-Aug-19,77,97,87,-
7-Aug-19,80,99,89.5,-
8-Aug-19,81,101,91,-
9-Aug-19,82,101,91.5,-
10-Aug-19,77,101,89,-
11-Aug-19,79,101,90,-
12-Aug-19,81,101,91,-
13-Aug-19,81,103,92,-
14-Aug-19,80,102,91,-
15-Aug-19,78,99,88.5,-
16-Aug-19,78,98,88,-
17-Aug-19,81,98,89.5,-
18-Aug-19,78,97,87.5,0.05
19-Aug-19,78,99,88.5,-
20-Aug-19,77,95,86,0.09
21-Aug-19,77,98,87.5,-
22-Aug-19,76,96,86,0.02
23-Aug-19,77,94,85.5,0.16
24-Aug-19,77,95,86,0.01
25-Aug-19,77,96,86.5,1.5
26-Aug-19,78,98,88,-
27-Aug-19,79,98,88.5,-
28-Aug-19,74,95,84.5,0.29
29-Aug-19,74,94,84,0.17
30-Aug-19,75,95,85,-
31-Aug-19,75,96,85.5,-
1-Sep-19,76,100,88,-
2-Sep-19,75,99,87,-
3-Sep-19,75,98,86.5,-
4-Sep-19,77,99,88,-
5-Sep-19,74,99,86.5,-
6-Sep-19,76,99,87.5,-
7-Sep-19,74,99,86.5,-
8-Sep-19,71,98,84.5,-
9-Sep-19,75,97,86,-
10-Sep-19,76,93,84.5,1.63
11-Sep-19,76,93,84.5,0.05
12-Sep-19,75,96,85.5,0.05
13-Sep-19,75,97,86,-
14-Sep-19,74,98,86,-
15-Sep-19,75,96,85.5,-
16-Sep-19,75,94,84.5,-
17-Sep-19,75,82,78.5,0.53
18-Sep-19,75,83,79,2.06
19-Sep-19,74,82,78,9.21
20-Sep-19,75,87,81,0.88
21-Sep-19,75,90,82.5,-
22-Sep-19,75,90,82.5,-
23-Sep-19,75,91,83,0.26
24-Sep-19,73,90,81.5,-
25-Sep-19,72,91,81.5,-
26-Sep-19,71,92,81.5,-
27-Sep-19,73,85,79,0.28
28-Sep-19,75,91,83,-
29-Sep-19,75,91,83,-
30-Sep-19,77,92,84.5,-
1-Oct-19,74,91,82.5,-
2-Oct-19,74,92,83,-
3-Oct-19,74,93,83.5,0.02
4-Oct-19,72,93,82.5,-
5-Oct-19,72,93,82.5,-
6-Oct-19,72,91,81.5,-
7-Oct-19,68,83,75.5,-
8-Oct-19,65,84,74.5,-
9-Oct-19,66,89,77.5,-
10-Oct-19,73,92,82.5,-
11-Oct-19,52,79,65.5,0.49
12-Oct-19,53,72,62.5,-
13-Oct-19,56,82,69,-
14-Oct-19,69,88,78.5,0.11
15-Oct-19,76,92,84,-
16-Oct-19,59,79,69,1.03
17-Oct-19,55,68,61.5,-
18-Oct-19,54,81,67.5,-
19-Oct-19,62,90,76,-
20-Oct-19,74,90,82,-
21-Oct-19,60,81,70.5,0.61
22-Oct-19,53,80,66.5,-
23-Oct-19,53,80,66.5,-
24-Oct-19,60,83,71.5,-
25-Oct-19,51,67,59,1.19
26-Oct-19,51,68,59.5,-
27-Oct-19,51,78,64.5,-
28-Oct-19,60,78,69,-
29-Oct-19,67,74,70.5,2.04
30-Oct-19,45,70,57.5,0.25
31-Oct-19,40,57,48.5,0.06
1-Nov-19,36,60,48,-
2-Nov-19,46,68,57,-
3-Nov-19,42,69,55.5,-
4-Nov-19,52,76,64,-
5-Nov-19,64,83,73.5,-
6-Nov-19,59,81,70,-
7-Nov-19,52,72,62,0.83
8-Nov-19,46,55,50.5,0.01
9-Nov-19,41,68,54.5,-
10-Nov-19,44,75,59.5,-
11-Nov-19,39,76,57.5,0.01
12-Nov-19,34,48,41,-
13-Nov-19,30,46,38,-
14-Nov-19,43,48,45.5,0.16
15-Nov-19,40,64,52,-
16-Nov-19,37,64,50.5,-
17-Nov-19,40,69,54.5,-
18-Nov-19,47,74,60.5,-
19-Nov-19,46,79,62.5,-
20-Nov-19,54,80,67,-
21-Nov-19,71,80,75.5,-
22-Nov-19,54,79,66.5,0.04
23-Nov-19,47,66,56.5,-
24-Nov-19,42,69,55.5,-
25-Nov-19,48,80,64,-
26-Nov-19,73,82,77.5,-
27-Nov-19,61,76,68.5,-
28-Nov-19,61,73,67,-
29-Nov-19,69,75,72,-
30-Nov-19,68,81,74.5,0.07
1-Dec-19,49,68,58.5,-
2-Dec-19,42,65,53.5,-
3-Dec-19,38,71,54.5,-
4-Dec-19,47,75,61,-
5-Dec-19,49,77,63,-
6-Dec-19,57,75,66,-
7-Dec-19,49,73,61,-
8-Dec-19,47,75,61,-
9-Dec-19,66,84,75,-
10-Dec-19,46,72,59,0.23
11-Dec-19,42,60,51,-
12-Dec-19,38,63,50.5,-
13-Dec-19,50,75,62.5,-
14-Dec-19,43,74,58.5,-
15-Dec-19,63,84,73.5,-
16-Dec-19,44,80,62,0.06
17-Dec-19,39,55,47,-
18-Dec-19,32,59,45.5,-
19-Dec-19,31,60,45.5,-
20-Dec-19,43,54,48.5,0.02
21-Dec-19,45,56,50.5,-
22-Dec-19,42,63,52.5,-
23-Dec-19,41,71,56,-
24-Dec-19,41,74,57.5,-
25-Dec-19,45,73,59,-
26-Dec-19,50,76,63,-
27-Dec-19,54,69,61.5,-
28-Dec-19,63,78,70.5,0.1
29-Dec-19,49,70,59.5,0.73
30-Dec-19,39,62,50.5,-
31-Dec-19,36,62,49,-
1-Jan-20,47,60,53.5,0.09
2-Jan-20,59,65,62,0.22
3-Jan-20,52,69,60.5,-
4-Jan-20,40,69,54.5,-
5-Jan-20,40,74,57,-
6-Jan-20,45,75,60,-
7-Jan-20,41,68,54.5,-
8-Jan-20,35,68,51.5,-
9-Jan-20,60,75,67.5,-
10-Jan-20,70,76,73,0.18
11-Jan-20,39,69,54,0.93
12-Jan-20,34,57,45.5,-
13-Jan-20,50,64,57,0.11
14-Jan-20,64,79,71.5,0.24
15-Jan-20,69,81,75,-
16-Jan-20,64,77,70.5,0.01
17-Jan-20,60,72,66,0.01
18-Jan-20,55,74,64.5,0.01
19-Jan-20,44,63,53.5,-
20-Jan-20,38,62,50,-
21-Jan-20,35,61,48,-
22-Jan-20,43,60,51.5,1.26
23-Jan-20,46,61,53.5,0.14
24-Jan-20,40,67,53.5,-
25-Jan-20,41,66,53.5,-
26-Jan-20,53,75,64,0.13
27-Jan-20,50,62,56,-
28-Jan-20,50,63,56.5,0.51
29-Jan-20,47,55,51,-
30-Jan-20,49,56,52.5,-
31-Jan-20,43,61,52,-
1-Feb-20,41,69,55,-
2-Feb-20,47,76,61.5,-
3-Feb-20,57,76,66.5,-
4-Feb-20,59,80,69.5,-
5-Feb-20,41,59,50,0.02
6-Feb-20,36,52,44,0.07
7-Feb-20,33,72,52.5,-
8-Feb-20,50,73,61.5,-
9-Feb-20,57,73,65,0.11
10-Feb-20,53,78,65.5,0.03
11-Feb-20,50,57,53.5,0.05
12-Feb-20,50,57,53.5,0.01
13-Feb-20,42,60,51,-
14-Feb-20,36,62,49,-
15-Feb-20,40,67,53.5,-
16-Feb-20,59,72,65.5,-
17-Feb-20,58,81,69.5,0.01
18-Feb-20,60,79,69.5,-
19-Feb-20,51,60,55.5,0.01
20-Feb-20,45,51,48,0.58
21-Feb-20,39,57,48,-
22-Feb-20,37,64,50.5,-
23-Feb-20,49,68,58.5,-
24-Feb-20,53,73,63,0.69
25-Feb-20,47,73,60,-
26-Feb-20,42,57,49.5,-
27-Feb-20,32,61,46.5,-
28-Feb-20,39,74,56.5,-
29-Feb-20,43,75,59,-
1-Mar-20,62,72,67,0.04
2-Mar-20,66,81,73.5,-
3-Mar-20,68,84,76,-
4-Mar-20,57,76,66.5,0.13
5-Mar-20,55,75,65,-
6-Mar-20,49,74,61.5,-
7-Mar-20,42,62,52,-
8-Mar-20,46,73,59.5,-
9-Mar-20,62,74,68,-
10-Mar-20,62,82,72,0.6
11-Mar-20,59,83,71,-
12-Mar-20,69,84,76.5,-
13-Mar-20,70,83,76.5,-
14-Mar-20,71,82,76.5,-
15-Mar-20,65,84,74.5,-
16-Mar-20,63,76,69.5,-
17-Mar-20,69,85,77,-
18-Mar-20,71,83,77,-
19-Mar-20,74,85,79.5,-
20-Mar-20,56,76,66,1.08
21-Mar-20,54,61,57.5,0.36
22-Mar-20,58,78,68,0.01
23-Mar-20,69,86,77.5,-
24-Mar-20,71,88,79.5,-
25-Mar-20,71,90,80.5,-
26-Mar-20,68,88,78,-
27-Mar-20,67,90,78.5,-
28-Mar-20,58,81,69.5,0.04
29-Mar-20,54,81,67.5,-
30-Mar-20,64,83,73.5,0.02
31-Mar-20,56,76,66,-
1-Apr-20,52,75,63.5,-
2-Apr-20,59,75,67,-
3-Apr-20,65,82,73.5,0.55
4-Apr-20,54,68,61,0.79
5-Apr-20,58,74,66,-
6-Apr-20,64,77,70.5,0.27
7-Apr-20,72,87,79.5,-
8-Apr-20,72,88,80,-
9-Apr-20,67,91,79,1.56
10-Apr-20,62,74,68,0.01
11-Apr-20,59,77,68,-
12-Apr-20,66,92,79,0.01
13-Apr-20,51,70,60.5,-
14-Apr-20,48,71,59.5,-
15-Apr-20,47,72,59.5,-
16-Apr-20,48,75,61.5,-
17-Apr-20,60,83,71.5,-
18-Apr-20,61,76,68.5,1.14
19-Apr-20,66,83,74.5,0.84
20-Apr-20,63,84,73.5,-
